voiceID,meanF0Hz,stdevF0Hz,HNR
audio\s10_l_prayzp.wav,196.77240533383352,16.12880201525777,15.954863720662216
audio\s10_l_prbm4p.wav,193.7914003715503,27.29722646499777,17.10146694011452
audio\s10_l_prws1p.wav,197.60328155948454,28.027793418336277,18.21422564189627
audio\s10_l_pwwh1p.wav,210.1407687539827,49.06814302648621,15.999760438228543
audio\s10_l_pwwk7n.wav,194.65951658399547,22.36143120934536,17.34002805728399
audio\s10_l_pwws8n.wav,218.33268941471218,57.615944045424655,14.38338929881984
audio\s10_l_sbbh6a.wav,211.0286497645798,66.91125551797789,12.321853827659481
audio\s10_l_sbib5a.wav,219.09863608982423,64.50106302195482,16.890800714705573
audio\s10_l_sgad4s.wav,189.2520838350547,27.59835711487199,16.930600844001724
audio\s10_l_sgbj5p.wav,202.65939079751885,26.2758167136518,18.304926115657175
audio\s10_l_sgiv8p.wav,216.12287027603267,51.36102695406094,18.191544839424118
audio\s10_l_srai8s.wav,197.31628125659478,48.14589687432114,13.766150413713522
audio\s10_l_sravzp.wav,206.64188935333118,52.687236037282965,15.6662071798958
audio\s10_l_srbk3s.wav,200.24296906056455,31.80189038724652,14.940793633345372
audio\s10_l_srid1a.wav,196.18250864850484,34.755668618160335,15.974074018161303
audio\s10_l_sriu1p.wav,191.76639210284037,35.129119162862345,20.09207039371275
audio\s10_l_swar4p.wav,200.83645831344697,34.07302144988713,17.552460500203487
audio\s10_l_swib5n.wav,204.03875914643874,41.66822134801273,16.67848865515753
audio\s10_p_bbat9p.wav,175.1513982693058,45.239332509615,17.86429748090875
audio\s10_p_bbay5n.wav,193.37118784027817,28.6344132845605,17.981985880797726
audio\s10_p_bbbg8s.wav,198.23253353951196,51.722177472870946,17.819741443326915
audio\s10_p_bbbg9p.wav,195.1016987908807,36.051993242379645,19.24740183402975
audio\s10_p_bgin7n.wav,190.2942452270183,17.08861813379337,20.149199587010568
audio\s10_p_braczp.wav,180.63169809405355,45.63521023349645,17.64627765048877
audio\s10_p_brin2n.wav,192.2501564134053,16.32333135385831,18.104889633683552
audio\s10_p_bwbc1s.wav,193.8818862214722,13.700005064222474,18.77056350811619
audio\s10_p_bwbi7s.wav,191.57291206587908,20.9534845366556,18.02491604372013
audio\s10_p_bwbp9a.wav,191.0237050324833,13.687110949529718,17.210270353650188
audio\s10_p_bwiu3s.wav,199.6755611223529,30.805456660652844,20.931154448969963
audio\s10_p_bwwoza.wav,190.45916356677424,20.56649227893963,16.448270069819895
audio\s10_p_lbbt4a.wav,189.49476427019158,21.74633868633539,17.55554363121029
audio\s10_p_lgif6n.wav,189.66523401393437,27.071114848696556,17.164456803805813
audio\s10_p_lgwp6p.wav,206.0382946158509,41.672834902227066,19.684792702492622
audio\s10_p_lgwz8a.wav,200.37801816324767,59.63698792562316,14.765210294207971
audio\s10_p_lral6p.wav,203.9482468188295,42.18577858973796,16.21838014102569
audio\s10_p_lwaa3p.wav,179.45094725758972,37.09327212758786,15.70535086167851
audio\s10_p_lwaozp.wav,204.2392615440426,36.93676877619563,16.91047356723781
audio\s10_p_lwix7n.wav,184.8849426163743,27.254811403447746,17.42887290333673
audio\s10_p_pbbj5n.wav,187.49334157546863,24.676294482878465,17.110397342241928
audio\s10_p_pbbq3s.wav,190.92367526720275,20.55805044493775,18.722927911704005
audio\s10_p_pbwf9p.wav,194.68764438020514,14.2385467415793,20.171728016534516
audio\s10_p_pbwm2p.wav,193.3286149737041,12.872904769065634,18.336346045991792
audio\s10_p_pbwq2a.wav,188.00767686788475,22.308187989173657,14.037862999968997
audio\s10_p_pbwz2n.wav,186.3585830102461,22.648971811953555,19.506574366075323
audio\s10_p_pgae7s.wav,197.98588674073557,14.414729438810793,18.20013148913632
audio\s10_p_pgba6s.wav,190.98999051012134,40.58651613107309,15.410431832795158
audio\s10_p_pgil3n.wav,192.8985641464614,22.865318455663477,17.88360322464324
audio\s10_p_pgir2a.wav,191.7233100395689,49.403232568797364,15.71897179396608
audio\s10_p_pgwe9p.wav,192.781641536128,13.69105326871407,18.380157937292516
audio\s10_p_prax4n.wav,179.09119804685366,35.18614032474574,10.633086050255365
audio\s10_p_prayzp.wav,193.61578394529388,16.881356556091678,18.04771026169938
audio\s10_p_prbm4p.wav,198.5907894358863,27.750811758272416,17.17155424074446
audio\s10_p_prws1p.wav,186.87146435002862,31.09419908850903,17.423919858146967
audio\s10_p_pwwh1p.wav,190.6129398482213,20.6549917638314,15.474742009810265
audio\s10_p_pwwk7n.wav,200.5030649508985,47.27879426502372,15.099291655395906
audio\s10_p_pwws8n.wav,191.0251277445965,31.952110635765177,15.177185854264788
audio\s10_p_sbbh6a.wav,211.35561537460066,71.65069480692803,12.833842013833477
audio\s10_p_sbib5a.wav,168.65013777332805,41.11146596547858,15.472473363664273
audio\s10_p_sgad4s.wav,196.02511610319905,29.037179533753275,17.061099280407152
audio\s10_p_sgbj5p.wav,198.40206998672392,24.510172036570683,17.689526814944102
audio\s10_p_sgiv8p.wav,200.51939992450698,51.94889172524251,19.77630837557673
audio\s10_p_srai8s.wav,166.61314595042018,57.5887861850034,10.48980201030396
audio\s10_p_sravzp.wav,176.3102279550283,33.87666370874027,14.510780315231111
audio\s10_p_srbk3s.wav,194.85558465365577,29.892263037052395,14.870330820374127
audio\s10_p_srid1a.wav,187.28677585861945,11.24703859018179,16.16294700478324
audio\s10_p_sriu1p.wav,195.72802942935937,51.26397789381399,18.132377028032597
audio\s10_p_swar4p.wav,173.53426663102516,37.57273969382225,14.960879981272765
audio\s10_p_swib5n.wav,186.14112417729476,22.5596822321798,15.801973110357482
audio\s11_l_bbab2n.wav,170.40088880528225,47.538922443304436,13.779114257879797
audio\s11_l_bbbg8p.wav,194.40765782983328,29.54562153798768,15.256094822621199
audio\s11_l_bbin9p.wav,190.06998692963333,29.576521793358715,16.844797308604583
audio\s11_l_bbwi4a.wav,193.8596044442642,26.265415145750488,15.261982806786056
audio\s11_l_bgia7s.wav,173.42871872368556,42.588848088893826,15.076155123617122
audio\s11_l_bgic3n.wav,158.82696202582596,41.04412375338374,14.115829636267406
audio\s11_l_bgiu3s.wav,179.10728866877724,23.31812049579519,17.71539687073418
audio\s11_l_brwv1s.wav,164.86066734594982,41.363783356221276,16.648473156919273
audio\s11_l_lbbk5n.wav,168.90580144095023,43.781891115877244,13.447682954353477
audio\s11_l_lbirzp.wav,184.54844118702883,29.416294093505453,13.989619795173997
audio\s11_l_lbiy7n.wav,180.6365448447851,76.09215091899584,13.415345794041603
audio\s11_l_lgia1n.wav,190.10903648026414,21.70564349558259,14.560511320212935
audio\s11_l_lrby1p.wav,161.73402903790998,45.81910212926571,15.341994941668629
audio\s11_l_lrbz8p.wav,185.7760190285392,26.970409874395198,13.088693882072603
audio\s11_l_lrwg9p.wav,194.59342299649595,24.623173264644496,14.946259972370878
audio\s11_l_lwbb8s.wav,181.98456208645732,23.42472556135766,14.85470587777768
audio\s11_l_lwbhzs.wav,192.89247344772204,39.7921359870675,14.10796153238388
audio\s11_l_lwbtzn.wav,170.99049778599323,45.53340032686204,13.572322368861721
audio\s11_l_lwbz6n.wav,187.72852971466529,57.89099927314583,11.246247391729513
audio\s11_l_lwis2s.wav,180.271272731534,33.36165098654128,14.097220769933964
audio\s11_l_lwwv2n.wav,177.20180477770555,53.60657980013246,15.903480149339961
audio\s11_l_pbir4a.wav,187.50255268292082,28.13162177898252,11.985546146759056
audio\s11_l_pgbl7p.wav,189.9193648019179,20.530752381637356,13.049073019599327
audio\s11_l_pgbm6s.wav,187.22847636122367,19.16953061088835,14.072425881661172
audio\s11_l_pgbm8n.wav,185.6829435302033,45.936237475201025,11.51955442242084
audio\s11_l_prae2s.wav,187.58562765197115,31.331498770883165,12.602799865784698
audio\s11_l_prae3n.wav,192.63086319970975,25.59594982098083,12.114009679087182
audio\s11_l_prbl5n.wav,175.93701114823432,44.7347281554597,11.51728433885166
audio\s11_l_prid6a.wav,199.99476185298036,60.917563363541305,12.741365219293815
audio\s11_l_prii7n.wav,184.40848146376635,49.911618755365886,12.227444315182488
audio\s11_l_prwtzn.wav,179.48960264634323,43.11249800131639,12.85089617061488
audio\s11_l_pwwf9s.wav,198.43906733804715,56.550326323727276,13.08578705873896
audio\s11_l_sbbo4s.wav,190.46856688528294,19.578965737296365,14.269349845050531
audio\s11_l_sbbu5a.wav,189.4395974096105,18.86373570082329,12.27504350488934
audio\s11_l_sbwk4s.wav,173.46036243950246,27.401736777335245,13.913544012165275
audio\s11_l_sbwx3p.wav,181.74557723230595,46.95892013197729,13.53286550065896
audio\s11_l_sgbo8a.wav,192.9288656629925,41.646187297331565,12.500323665544549
audio\s11_l_sgbp9p.wav,190.60917326309092,28.948719347453732,14.659081393681497
audio\s11_l_sgbx7s.wav,185.1333196857259,36.65778050800023,13.281577974831297
audio\s11_l_sgih3n.wav,181.44692700842833,13.320233536577126,12.44036139328683
audio\s11_l_sgiq4a.wav,187.62347937446478,24.13204634008372,13.723974127494557
audio\s11_l_sgwf2n.wav,168.88232789526137,44.44601222621299,11.599337809176841
audio\s11_l_sran1p.wav,170.63481015993634,54.27870279212952,12.138465451677801
audio\s11_l_srwp9s.wav,178.75771818720222,24.40116994192164,14.398515138749692
audio\s11_l_swbc6a.wav,202.4586537184875,76.6541239400324,9.091369222447746
audio\s11_l_swbj5a.wav,172.25207844368867,63.871212885459464,6.76672950303916
audio\s11_l_swbq5s.wav,186.98878030434082,48.84911172102977,9.929066273257401
audio\s11_l_swwd1n.wav,191.67461315017863,40.449510637921286,13.688469323990693
audio\s11_l_swwj6s.wav,213.74834256448392,98.96222821179201,8.206426074063026
audio\s11_l_swwszs.wav,189.9593315801442,62.04272119106647,11.377303943436308
audio\s11_p_bbab2n.wav,168.20821071728187,40.73948752509511,16.26788553361932
audio\s11_p_bbbg8p.wav,184.01006314543864,31.44684307041651,14.019781685292742
audio\s11_p_bbin9p.wav,172.48458323287966,60.75639568113112,17.165292356402677
audio\s11_p_bbwi4a.wav,169.74954390016705,38.3058797135419,15.961711934710952
audio\s11_p_bgia7s.wav,180.261130157771,32.6831757823124,15.985761613842271
audio\s11_p_bgic3n.wav,179.11299482392104,23.24739504623777,17.74695615077291
audio\s11_p_bgiu3s.wav,169.4711775098287,39.819250210570864,15.780141962205697
audio\s11_p_brwv1s.wav,180.3907420377389,43.255010715545076,15.241580933257492
audio\s11_p_lbbk5n.wav,177.2554668468735,33.67754925459707,14.158922627695294
audio\s11_p_lbirzp.wav,186.675420703109,54.914676723429196,14.35682195480211
audio\s11_p_lbiy7n.wav,152.3463251318908,49.593538330605156,13.38529817658635
audio\s11_p_lgia1n.wav,171.98839942109146,42.68925044213519,13.303833242881053
audio\s11_p_lrby1p.wav,177.26668710584292,56.06420467194848,14.057786779601688
audio\s11_p_lrbz8p.wav,196.9671984422653,66.78930303727235,11.901620226400631
audio\s11_p_lrwg9p.wav,176.387653621076,54.18525210637931,12.064081989966715
audio\s11_p_lwbb8s.wav,170.16305861179782,57.3759783172955,12.708822573375405
audio\s11_p_lwbhzs.wav,155.93984495734256,61.11381570922512,11.570589768515376
audio\s11_p_lwbtzn.wav,175.46915112345036,37.32131057363801,14.483903804604674
audio\s11_p_lwbz6n.wav,175.13381145816317,88.13913007123497,9.939045956169954
audio\s11_p_lwis2s.wav,187.73709171462542,68.41849819576964,13.55055534064854
audio\s11_p_lwwv2n.wav,169.51206770628087,55.431842882760336,15.046044135674764
audio\s11_p_pbir4a.wav,201.88744573966528,78.37658087187624,11.030610464747602
audio\s11_p_pgbl7p.wav,181.74804337280958,75.57515068651611,11.24398680993479
audio\s11_p_pgbm6s.wav,190.56552952901885,81.48559395200012,12.087289979508547
audio\s11_p_pgbm8n.wav,186.79829509486459,32.794354974343086,11.434618857467571
audio\s11_p_prae2s.wav,166.8419003064033,55.95579381628193,12.469941445637781
audio\s11_p_prae3n.wav,182.61918541255713,53.275880521507474,13.80808940970719
audio\s11_p_prbl5n.wav,168.133010440129,69.3416966772213,11.605642482200167
audio\s11_p_prid6a.wav,200.37955345588693,80.38518180434542,11.289415081585938
audio\s11_p_prii7n.wav,154.72463279360016,80.98935771762423,11.043074996489363
audio\s11_p_prwtzn.wav,164.90956064679713,41.027256628369564,13.704588849346194
audio\s11_p_pwwf9s.wav,180.58005993473162,90.83794377083264,12.128574870475962
audio\s11_p_sbbo4s.wav,170.74434099136457,62.54183054633542,15.124341901494198
audio\s11_p_sbbu5a.wav,163.05905481570795,41.07485997890783,12.88177613081158
audio\s11_p_sbwk4s.wav,193.98169024009013,52.2847377294982,16.233224419757242
audio\s11_p_sbwx3p.wav,183.41922884737662,14.39077722409174,14.228730632329615
audio\s11_p_sgbo8a.wav,177.4019880529402,45.34204853666934,12.663070959124372
audio\s11_p_sgbp9p.wav,178.02933849555427,68.39897305140333,14.959727849547194
audio\s11_p_sgbx7s.wav,175.27120825947998,24.04608319467362,12.479230535917855
audio\s11_p_sgih3n.wav,188.94026831588744,51.400376460989456,10.556679609175989
audio\s11_p_sgiq4a.wav,176.2881521031098,61.365608585419835,12.705141278590977
audio\s11_p_sgwf2n.wav,181.4677914263818,46.28043840682935,13.194408180217046
audio\s11_p_sran1p.wav,153.77666813884346,76.15918387082814,11.99658325342725
audio\s11_p_srwp9s.wav,178.3380305591295,64.47386527100795,12.468792604606723
audio\s11_p_swbc6a.wav,152.10968939482544,73.20202625649351,7.417119729723111
audio\s11_p_swbj5a.wav,142.1262680689642,42.89419819581697,7.861682674616374
audio\s11_p_swbq5s.wav,170.2240579473586,83.28555964991406,10.169331406958385
audio\s11_p_swwd1n.wav,183.23548549462268,18.063169671031115,11.320407156466993
audio\s11_p_swwj6s.wav,188.1922804782396,81.85598972211116,9.721973671685815
audio\s11_p_swwszs.wav,170.82733373319678,88.7864087017963,9.960843366824605
audio\s12_l_bbavza.wav,130.64279799429272,10.596980408433398,11.205334881619198
audio\s12_l_bbbo1p.wav,130.45168904934403,16.57536376303764,14.598106321513828
audio\s12_l_bbwa4a.wav,127.05142122445078,14.527788232601077,14.59021374692162
audio\s12_l_bgwj3a.wav,128.59236518950894,16.987471792284992,12.410621456649158
audio\s12_l_brau1n.wav,125.43546171275136,14.363410160049416,12.328726663104899
audio\s12_l_brbi3s.wav,125.16373157242398,11.8374943508937,11.306526917505465
audio\s12_l_bria5s.wav,122.42261120315622,10.870246438897473,11.046322563711476
audio\s12_l_brwpza.wav,124.95877509617566,15.620980543296453,13.055069960739795
audio\s12_l_bwat9s.wav,130.05271364608507,35.944276970225374,12.913303913274532
audio\s12_l_bwwo4s.wav,133.85788119299767,9.85771090600572,14.054652697271434
audio\s12_l_lbas9a.wav,122.60144722145417,12.056119416572114,10.016939914424746
audio\s12_l_lbbs9a.wav,124.09576972864942,12.90939478653394,10.321521595090854
audio\s12_l_lbiz8s.wav,125.71663516059449,12.91735888422838,11.77355787010874
audio\s12_l_lbwf9a.wav,125.5076516583056,12.455649001157264,12.206553214566863
audio\s12_l_lgat6s.wav,123.23308648034632,11.651442061426696,10.357434143709328
audio\s12_l_lgbbzp.wav,121.12367540680587,14.600769685566089,11.426565553223508
audio\s12_l_lgbi2n.wav,122.69400184723793,14.378955082356452,10.93812298514641
audio\s12_l_lgwp3n.wav,140.456914807598,54.99264953872789,14.029783202146717
audio\s12_l_lrag5a.wav,127.32458817497907,16.177461926452406,9.734385231598228
audio\s12_l_lril4p.wav,130.27967003424982,38.88631268782793,9.536841344256613
audio\s12_l_lrwn8n.wav,125.54871857778501,11.049055849950339,10.023479736904385
audio\s12_l_lrwu3a.wav,123.99509324433605,11.940237377471162,11.826182436744698
audio\s12_l_lwamzn.wav,125.96726483687891,12.532239656132026,13.090672052012097
audio\s12_l_lwbm4s.wav,125.21236429637868,10.385628256416203,11.320212413930092
audio\s12_l_lwwh7p.wav,123.88534423862315,13.948562088221466,10.693434505525444
audio\s12_l_pbbf5a.wav,135.5652686236845,42.94200617042707,10.104732062017543
audio\s12_l_pbbq7n.wav,139.195499809746,44.82574303037976,11.797114344355665
audio\s12_l_pbie8a.wav,129.83512604856324,16.662324700925556,9.002299131265268
audio\s12_l_pgaz5a.wav,127.739172027462,40.359417660591966,9.113914642875804
audio\s12_l_pgiq7n.wav,126.10196159695889,17.14282689935287,12.575315886632369
audio\s12_l_pgir6s.wav,135.97267923203557,7.754798817383147,10.746529031323314
audio\s12_l_pgwb2s.wav,124.57135615222778,14.741603418804619,12.30399700391882
audio\s12_l_pgwn2p.wav,126.5684040357412,15.471853168993876,11.6296515110122
audio\s12_l_prwrzp.wav,151.77918006058778,90.11750992171902,9.885030617794
audio\s12_l_pwak7p.wav,126.37029347149627,14.973483361997905,9.229638012251506
audio\s12_l_pwbg2s.wav,138.53171954321218,10.194320686765971,12.57217101897173
audio\s12_l_sbax1a.wav,129.16189753666936,14.856930347006582,9.536949078618234
audio\s12_l_sbbc2s.wav,128.15926998056727,15.680385227245965,9.804162510650842
audio\s12_l_sbwd1a.wav,128.66055381076353,10.577843404162362,10.960470984473014
audio\s12_l_sgaj3p.wav,128.16585128087672,15.433837269693948,9.42105254200438
audio\s12_l_sgax6s.wav,125.87278789739638,14.248094218071921,10.118964876938689
audio\s12_l_sgwd7p.wav,123.13582083245284,11.9598860414364,12.024784505745709
audio\s12_l_srby5p.wav,123.08872535380155,12.971191495287378,8.99521687220004
audio\s12_l_srih9p.wav,124.33876761743588,49.454698371428734,8.04235586599741
audio\s12_l_srwe4n.wav,122.35792301128873,11.093274821654854,9.822867437232556
audio\s12_l_srwk8a.wav,138.75946766360414,51.56057798591141,7.248686143110442
audio\s12_l_swac6p.wav,139.4835090095475,61.5541237694117,7.208476925792091
audio\s12_l_swby8s.wav,130.0145785146797,15.315600885220807,10.478108714968256
audio\s12_l_swiv6s.wav,129.0596692877806,15.823356327543522,10.654224281246847
audio\s12_l_swwl1n.wav,118.21889569196833,9.152029726125527,10.923573860076244
audio\s12_p_bbavza.wav,118.53075122179689,12.544540770957747,11.311464848519057
audio\s12_p_bbbo1p.wav,121.84504755634482,15.662874373121772,12.74926293221576
audio\s12_p_bbwa4a.wav,119.67963892627375,10.523081632855707,12.296211731932091
audio\s12_p_bgwj3a.wav,126.3222484929436,42.65547033473061,10.9302858315112
audio\s12_p_brau1n.wav,119.67095887630708,11.241749083085345,11.135813875861686
audio\s12_p_brbi3s.wav,129.30700624301448,53.66038005703405,7.2377609977375865
audio\s12_p_bria5s.wav,122.68516693093697,9.095570152433663,7.970529553329702
audio\s12_p_brwpza.wav,119.30394861788531,14.760757329447323,12.542926459871259
audio\s12_p_bwat9s.wav,120.88743028983289,17.12071709875294,10.554223475027051
audio\s12_p_bwwo4s.wav,133.3156586170355,52.321075884764824,10.83765533325712
audio\s12_p_lbas9a.wav,122.33657303696135,13.857853177763017,8.629619653691423
audio\s12_p_lbbs9a.wav,121.11967798975718,12.390249024518685,9.888832876029298
audio\s12_p_lbiz8s.wav,140.5521384096317,78.27329475324444,10.088204778214934
audio\s12_p_lbwf9a.wav,118.76440505391241,15.663776225713042,10.127109042266955
audio\s12_p_lgat6s.wav,137.1635257627917,75.50306588526945,8.71887414678024
audio\s12_p_lgbbzp.wav,132.92023183636405,68.7480807802903,10.933391442468823
audio\s12_p_lgbi2n.wav,132.81827997671286,50.04696699376133,9.451761319803733
audio\s12_p_lgwp3n.wav,157.123492477604,107.74652147469013,12.042444099047348
audio\s12_p_lrag5a.wav,145.01432920472698,80.38078857082523,8.274870614080832
audio\s12_p_lril4p.wav,121.28206974469897,37.62015014986993,11.205622859146002
audio\s12_p_lrwn8n.wav,128.53030360101002,37.965816747173115,10.29813360787413
audio\s12_p_lrwu3a.wav,129.157582005651,65.58391074471643,9.815318514691693
audio\s12_p_lwamzn.wav,123.79125225654677,29.453158436926813,10.810030646218287
audio\s12_p_lwbm4s.wav,139.9433763682607,70.74109082958229,10.65557620216546
audio\s12_p_lwwh7p.wav,160.5915618513685,105.42834372294773,8.69014053269552
audio\s12_p_pbbf5a.wav,119.53849363314441,17.99940635747634,7.897491672292872
audio\s12_p_pbbq7n.wav,125.18650233220417,46.44350153298116,7.537291307928226
audio\s12_p_pbie8a.wav,127.70446489999492,37.57509267671325,7.860030926137478
audio\s12_p_pgaz5a.wav,144.39450374742646,81.2649909059547,9.56171664517071
audio\s12_p_pgiq7n.wav,121.4894797683022,11.753697094130334,10.93227047098673
audio\s12_p_pgir6s.wav,131.51715164918267,45.690879480509636,8.221913597350422
audio\s12_p_pgwb2s.wav,134.66703852241858,61.07727927194058,10.712041065083362
audio\s12_p_pgwn2p.wav,169.40646231930148,116.01322967775847,11.554774786536393
audio\s12_p_prwrzp.wav,144.28664589762823,83.61161644184054,5.886515068007877
audio\s12_p_pwak7p.wav,128.54069306554632,14.693807909647196,5.763254729826369
audio\s12_p_pwbg2s.wav,195.15760704435465,138.03249719947362,7.7082397912867116
audio\s12_p_sbax1a.wav,125.36317026423052,15.446348928660244,7.365775843182448
audio\s12_p_sbbc2s.wav,132.56613387098074,51.136646393268514,8.97488603755125
audio\s12_p_sbwd1a.wav,120.02583824582325,8.912058332686914,13.054603232785139
audio\s12_p_sgaj3p.wav,190.4328723315974,130.55528985211168,6.901265585583704
audio\s12_p_sgax6s.wav,137.13636901642406,67.8133425658303,7.510321343110986
audio\s12_p_sgwd7p.wav,136.0868723297841,55.954970846474,10.093253071599326
audio\s12_p_srby5p.wav,127.67603956170143,54.75529444147088,8.816512615881047
audio\s12_p_srih9p.wav,130.1162802555557,50.078163290157505,7.907666384536257
audio\s12_p_srwe4n.wav,143.14285352256297,77.8097590288338,9.232582582251258
audio\s12_p_srwk8a.wav,137.10725806501637,65.28961010064951,7.062842965134398
audio\s12_p_swac6p.wav,204.69530113757014,141.51418731757428,5.528014888962601
audio\s12_p_swby8s.wav,129.24369941072084,61.18729997041786,8.253919296832127
audio\s12_p_swiv6s.wav,139.13914082245796,71.4713625070141,8.543473306900388
audio\s12_p_swwl1n.wav,150.28400521399038,93.62250877192984,9.528260773727574
audio\s13_l_bbah3p.wav,228.44382712002374,30.445809172394927,19.997963781948826
audio\s13_l_bbbm6s_WRONG_bbbn6s.wav,219.2005360603306,46.60814363142017,21.755849093596254
audio\s13_l_bbbt3s.wav,221.99792722905667,13.926200065193568,20.79705289717606
audio\s13_l_bbbtzp.wav,221.32895024822037,17.88400603828934,20.40851651119297
audio\s13_l_bbwn8n.wav,220.81770401547095,16.565371833065317,20.807669274714538
audio\s13_l_bgan6s_WRONG_bwic1a.wav,249.689241777462,32.84726193053437,17.04859594083693
audio\s13_l_bgau9n.wav,221.60111593418102,21.402209741375135,22.202118907936704
audio\s13_l_bgip4p_WRONG_lbbr2n.wav,258.24247190282404,38.02160140280091,18.176569223990796
audio\s13_l_bgwezp_WRONG_swbe9n.wav,242.44109744719603,21.385011439090068,18.956636548373762
audio\s13_l_brav6s.wav,224.84586381974324,36.12485282491563,20.111408013442603
audio\s13_l_brbi5a.wav,218.00124492361078,13.480010450199762,18.638003257128997
audio\s13_l_brbm9n.wav,220.3623182623786,16.821676135813213,21.614371907503493
audio\s13_l_brwxzs.wav,218.75433078503752,20.586451386634593,19.70448490945362
audio\s13_l_bwah5p.wav,206.39522209563927,39.0581481356513,18.4394406582232
audio\s13_l_bwbd4a.wav,222.78164022811737,16.366522737090552,20.267283471336754
audio\s13_l_bwic1a_WRONG_bgip4p.wav,252.723442512412,25.733804240680396,19.585120428695753
audio\s13_l_bwwx8a_WRONG_lbif7p.wav,237.21275778972503,32.61141328096983,17.322970892052425
audio\s13_l_lbbf7p_WRONG_pbip1p.wav,239.32663896005963,21.429649973576844,18.498431087229584
audio\s13_l_lbbgzs.wav,223.7431308692836,13.333657764173887,21.57380212169599
audio\s13_l_lbbr2n_WRONG_#(error).wav,242.4380736800778,58.30290079452696,17.1214481532937
audio\s13_l_lgab1a.wav,221.13389357668174,14.726815382170727,17.277204075865253
audio\s13_l_lgia7s_WRONG_lris2p.wav,259.78439195949903,40.6983892571954,15.982520888937614
audio\s13_l_lgwj1p.wav,225.3137894641071,15.271081893686794,21.451814212598332
audio\s13_l_lgwo9a.wav,225.6130066711668,44.13305223769208,19.099258800972503
audio\s13_l_lgwo9az_WRONG_lgwo9a.wav,240.3293509744231,19.07776384233326,19.25443618010839
audio\s13_l_lrba8a.wav,223.0629080932108,18.38864970157068,17.100949272860255
audio\s13_l_lrif7s.wav,222.7797266498508,16.936863248829933,18.8849240092662
audio\s13_l_lris2p_WRONG_sbbu4n.wav,245.48087310210366,29.691859815134336,18.924256689189757
audio\s13_l_lwbb6p.wav,231.83337104407724,33.400926351778544,19.225952697462528
audio\s13_l_lwby6s.wav,213.76523949517022,25.77112216727631,20.37859500473995
audio\s13_l_lwig9p_WRONG_srbq4a.wav,240.17383639344146,27.69555570405119,15.308508002674614
audio\s13_l_pbip1p_WRONG_#(mistake).wav,223.53621780914509,40.818029971026775,14.904410525526263
audio\s13_l_pbwr4s.wav,228.7074834217116,14.972153821842445,23.105052031971685
audio\s13_l_pgak3n_WRONG_bgwezp.wav,250.71421140474638,26.807294226970015,20.537066663477763
